ds,yhat
2024-06-01,38152.611812099734
2024-07-01,51539.69866666667
2024-08-01,51539.69866666667
2024-09-01,51539.69866666667
2024-10-01,51539.69866666667
2024-11-01,51539.69866666667
2024-12-01,51539.69866666667
2025-01-01,51539.69866666667
2025-02-01,51539.69866666667
2025-03-01,51539.69866666667
2025-04-01,51539.69866666667
2025-05-01,51539.69866666667
